,Media Channels,Total Spend,Spend Share (in %),Effect Share (in %),Return on Advertising spend
0,Media_1,1209068.5999999999,35.23601394757851,10.391715799047228,0.5975034198133634
1,Media_2,504808.0,14.711672876831983,9.948312667172333,1.3883220562095602
2,Media_3,554696.0,16.165564131486015,13.996810191077302,1.6187826549210402
3,Media_4,191900.0,5.592561974184358,22.68857769384488,6.884212630942013
4,Media_5,814323.38158,23.731912342436306,20.003670503149728,1.4617889973479006
5,Media_6,156547.3077,4.562274727482846,22.97091314570852,8.526659333359593
